symbol,name,sector,industry,market_cap_usd
PRDO,Perdoceo Education Corporation Common Stock,Real Estate,Other Consumer Services,2130652459.0
CXW,CoreCivic Inc. Common Stock,Real Estate,Real Estate Investment Trusts,2126101890.0
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,2118435603.0
CLBK,Columbia Financial Inc. Common Stock,Finance,Savings Institutions,2118406469.0
WLYB,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,Books,2115020665.0
MBIN,Merchants Bancorp Common Stock,Finance,Major Banks,2112569414.0
ASTH,Astrana Health Inc. Common Stock,Consumer Discretionary,Professional Services,2108858927.0
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2107008451.0
ADAMN,Adamas Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,2105445760.0
SYBT,Stock Yards Bancorp Inc. Common Stock,Finance,Major Banks,2102071689.0
NWN,Northwest Natural Holding Company Common Stock,Utilities,Oil/Gas Transmission,2101071975.0
BTX,BlackRock Technology and Private Equity Term Trust Common Shares of Beneficial Interest,,,2100943910.0
ATEN,A10 Networks Inc. Common Stock,Telecommunications,Computer Communications Equipment,2099466783.0
BLBD,Blue Bird Corporation Common Stock,Consumer Discretionary,Construction/Ag Equipment/Trucks,2098168851.0
FIGS,FIGS Inc. Class A Common Stock,Consumer Discretionary,Apparel,2094772553.0
CDNL,Cardinal Infrastructure Group Inc. Class A Common Stock,Industrials,Military/Government/Technical,2094046062.0
EZPW,EZCORP Inc. Class A Non Voting Common Stock,Consumer Discretionary,Other Specialty Stores,2079300697.0
PUMP,ProPetro Holding Corp. Common Stock,Energy,Oilfield Services/Equipment,2078357743.0
MCRI,Monarch Casino & Resort Inc. Common Stock,Consumer Discretionary,Hotels/Resorts,2073320964.0
BRSL,Brightstar Lottery PLC Trading under the Legal Name to begin at the market open on July 21 2025. Ordinary Shares,Consumer Discretionary,Services-Misc. Amusement & Recreation,2066400000.0
INVX,Innovex International Inc. Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,2066228264.0
PBI,Pitney Bowes Inc. Common Stock,Miscellaneous,Office Equipment/Supplies/Services,2065481731.0
STC,Stewart Information Services Corporation Common Stock,Finance,Specialty Insurers,2059609248.0
ARR,ARMOUR Residential REIT Inc.,Real Estate,Real Estate Investment Trusts,2055444142.0
VRRM,Verra Mobility Corporation Class A Common Stock,Consumer Discretionary,Transportation Services,2049220749.0
SEM,Select Medical Holdings Corporation Common Stock,Health Care,Hospital/Nursing Management,2048757536.0
PCT,PureCycle Technologies Inc. Common stock,Industrials,Major Chemicals,2047375386.0
XRAY,DENTSPLY SIRONA Inc. Common Stock,Health Care,Medical/Dental Instruments,2045335433.0
NWBI,Northwest Bancshares Inc. Common Stock,Finance,Major Banks,2044015674.0
UMBFO,UMB Financial Corporation Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks,2040674639.0
WS,Worthington Steel Inc. Common Shares,Industrials,Steel/Iron Ore,2036826090.0
CIMN,Chimera Investment Corporation 9.000% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts,2033400074.0
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,Finance,Investment Bankers/Brokers/Service,2027120375.0
FUN,Six Flags Entertainment Corporation Common Stock New,Consumer Discretionary,Services-Misc. Amusement & Recreation,2026704170.0
OMCL,Omnicell Inc. Common Stock ($0.001 par value),Technology,Computer Manufacturing,2019718349.0
HCI,HCI Group Inc. Common Stock,Finance,Property-Casualty Insurers,2014159054.0
GTY,Getty Realty Corporation Common Stock,Finance,Real Estate,2009319340.0
FBYD,Falcon's Beyond Global Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,2007771031.0
TRVI,Trevi Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,2006173274.0
BBAI,BigBear.ai Inc. Common Stock,Technology,Computer Software: Prepackaged Software,2002008701.0
NTST,NetSTREIT Corp. Common Stock,Real Estate,Real Estate Investment Trusts,1987034201.0
LPG,Dorian LPG Ltd. Common Stock,Consumer Discretionary,Marine Transportation,1985891025.0
GEL,Genesis Energy L.P. Common Units,Energy,Oil Refining/Marketing,1981472665.0
LWLG,Lightwave Logic Inc. Common Stock,Industrials,Containers/Packaging,1979923271.0
SAM,Boston Beer Company Inc. (The) Common Stock,Consumer Staples,Beverages (Production/Distribution),1979595324.0
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,Consumer Discretionary,Hotels/Resorts,1978413287.0
GNL,Global Net Lease Inc. Common Stock,Real Estate,Real Estate Investment Trusts,1977320438.0
RVT,Royce Small-Cap Trust Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,1976687452.0
SPSC,SPS Commerce Inc. Common Stock,Technology,Computer Software: Prepackaged Software,1972206351.0
LTC,LTC Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,1969462427.0
BAND,Bandwidth Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,1965542477.0
TNET,TriNet Group Inc. Common Stock,Consumer Discretionary,Business Services,1965511828.0
IOSP,Innospec Inc. Common Stock,Industrials,Major Chemicals,1960138720.0
FLYW,Flywire Corporation Voting Common Stock,Consumer Discretionary,Business Services,1959298307.0
PGNY,Progyny Inc. Common Stock,Health Care,Misc Health and Biotechnology Services,1948909366.0
BRUN,Boost Run Inc. Class A Common Stock,Technology,EDP Services,1940200992.0
NEOG,Neogen Corporation Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1937290065.0
TYRA,Tyra Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1931003271.0
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,Finance,Finance/Investors Services,1928983780.0
AGM,Federal Agricultural Mortgage Corporation Common Stock,Finance,Finance Companies,1926890535.0
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers,1923768434.0
DEI,Douglas Emmett Inc. Common Stock,Real Estate,Real Estate Investment Trusts,1919381160.0
GRC,Gorman-Rupp Company (The) Common Stock,Industrials,Fluid Controls,1918968256.0
NBHC,National Bank Holdings Corporation Common Stock,Finance,Major Banks,1916529501.0
ADMA,ADMA Biologics Inc Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1909807172.0
STEL,Stellar Bancorp Inc. Common Stock,Finance,Major Banks,1907998554.0
TY,Tri Continental Corporation Common Stock,Finance,Finance Companies,1894673594.0
EVCM,EverCommerce Inc. Common Stock,Technology,Computer Software: Prepackaged Software,1891602994.0
HMN,Horace Mann Educators Corporation Common Stock,Finance,Property-Casualty Insurers,1891454096.0
FCF,First Commonwealth Financial Corporation Common Stock,Finance,Major Banks,1891330863.0
MGNI,Magnite Inc. Common Stock,Technology,Computer Software: Programming Data Processing,1890438040.0
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,Finance,Major Banks,1886645810.0
TIC,TIC Solutions Inc. Common Stock,Consumer Discretionary,Business Services,1883282986.0
JBLU,JetBlue Airways Corporation Common Stock,Consumer Discretionary,Air Freight/Delivery Services,1878695415.0
ZYME,Zymeworks Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1870120592.0
CLOV,Clover Health Investments Corp. Class A Common Stock,Health Care,Medical Specialities,1869729350.0
GENB,Generate Biomedicines Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1862636793.0
ANIP,ANI Pharmaceuticals Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,1857739657.0
SION,Sionna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1857033073.0
OZKAP,Bank OZK 4.625% Series A Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks,1850895806.0
SONO,Sonos Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances,1847685687.0
PDFS,PDF Solutions Inc. Common Stock,Technology,Computer Software: Prepackaged Software,1839963038.0
PDO,PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,1839097868.0
IOVA,Iovance Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1835124848.0
SKYT,SkyWater Technology Inc. Common Stock,Technology,Semiconductors,1830903240.0
STOK,Stoke Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1827343758.0
ALG,Alamo Group Inc. Common Stock,Industrials,Industrial Machinery/Components,1825494817.0
JSM,Navient Corporation 6% Senior Notes due December 15 2043,Finance,Investment Bankers/Brokers/Service,1820582306.0
SPB,Spectrum Brands Holdings Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,1817273248.0
NRIX,Nurix Therapeutics Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations,1809601728.0
XPRO,Expro Group Holdings N.V. Common Stock,Energy,Oilfield Services/Equipment,1806386858.0
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,1805976398.0
RAPP,Rapport Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1804031762.0
LC,LendingClub Corporation Common Stock,Finance,Finance: Consumer Services,1802934958.0
OCUL,Ocular Therapeutix Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1802043746.0
ALKT,Alkami Technology Inc. Common Stock,Technology,Computer Software: Prepackaged Software,1797922123.0
TH,Target Hospitality Corp. Common Stock,Consumer Discretionary,Hotels/Resorts,1792932754.0
PLSE,Pulse Biosciences Inc Common Stock (DE),Health Care,Medical/Dental Instruments,1791839444.0
WMK,Weis Markets Inc. Common Stock,Consumer Staples,Food Chains,1789034363.0
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,Finance,Trusts Except Educational Religious and Charitable,1788881435.0
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,Finance,Finance: Consumer Services,1788440660.0
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,Finance,Finance: Consumer Services,1787385947.0
COTY,Coty Inc. Class A Common Stock,Consumer Discretionary,Package Goods/Cosmetics,1787346869.0
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,1786637277.0
VRE,Veris Residential Inc. Common Stock,Real Estate,Real Estate Investment Trusts,1782922323.0
CTS,CTS Corporation Common Stock,Technology,Electrical Products,1781910151.0
SRCE,1st Source Corporation Common Stock,Finance,Major Banks,1779894489.0
EPAC,Enerpac Tool Group Corp. Common Stock,Technology,Industrial Machinery/Components,1779270194.0
WTFCN,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred StocK,Finance,Major Banks,1777248371.0
VRDN,Viridian Therapeutics Inc. Common Stock,Health Care,Medical Specialities,1777008518.0
BKSY,BlackSky Technology Inc. Class A Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,1776409075.0
STRA,Strategic Education Inc. Common Stock,Real Estate,Other Consumer Services,1775113357.0
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),Health Care,Biotechnology: Pharmaceutical Preparations,1773680530.0
VCEL,Vericel Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1773599558.0
UFPT,UFP Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments,1771526923.0
SNDX,Syndax Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1766603203.0
AIN,Albany International Corporation Common Stock,Consumer Discretionary,Textiles,1764492000.0
NTLA,Intellia Therapeutics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1760500690.0
CHCO,City Holding Company Common Stock,Finance,Major Banks,1758745174.0
PRKS,United Parks & Resorts Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1758302069.0
WLTH,Wealthfront Corporation Common Stock,Finance,Finance: Consumer Services,1758148447.0
SGRY,Surgery Partners Inc. Common Stock,Health Care,Hospital/Nursing Management,1752694567.0
SNDA,Sonida Senior Living Inc. Common Stock,Health Care,Hospital/Nursing Management,1752284972.0
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,Finance,Property-Casualty Insurers,1749792908.0
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers,1749153433.0
PLPC,Preformed Line Products Company Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction,1749028454.0
NCNO,nCino Inc. Common Stock,Technology,Computer Software: Prepackaged Software,1748329190.0
CASH,Pathward Financial Inc. Common Stock,Finance,Major Banks,1746644213.0
MD,Pediatrix Medical Group Inc. Common Stock,Health Care,Hospital/Nursing Management,1745911828.0
AMBQ,Ambiq Micro Inc. Common Stock,Technology,Semiconductors,1745757829.0
HRMY,Harmony Biosciences Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1745464181.0
TPB,Turning Point Brands Inc. Common Stock,Consumer Discretionary,Tobacco,1742884385.0
FIVN,Five9 Inc. Common Stock,Technology,EDP Services,1742596367.0
ANAB,AnaptysBio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1737614858.0
PWP,Perella Weinberg Partners Class A Common Stock,Finance,Finance: Consumer Services,1736015956.0
GLOB,Globant S.A. Common Shares,Technology,EDP Services,1732795582.0
ADUS,Addus HomeCare Corporation Common Stock,Health Care,Medical/Nursing Services,1729291496.0
WD,Walker & Dunlop Inc Common Stock,Finance,Finance: Consumer Services,1729264609.0
CBZ,CBIZ Inc. Common Stock,Consumer Discretionary,Business Services,1729098632.0
LOB,Live Oak Bancshares Inc. Common Stock,Finance,Major Banks,1724661936.0
CDZIP,Cadiz Inc. Depositary Shares,Utilities,Water Supply,1723768863.0
ECPG,Encore Capital Group Inc Common Stock,Finance,Finance Companies,1719521042.0
SMA,SmartStop Self Storage REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,1715216839.0
HURN,Huron Consulting Group Inc. Common Stock,Consumer Discretionary,Professional Services,1709699486.0
PRLB,Proto Labs Inc. Common stock,Industrials,Metal Fabrications,1697943051.0
BL,BlackLine Inc. Common Stock,Technology,Computer Software: Prepackaged Software,1695300501.0
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,1694404545.0
GT,The Goodyear Tire & Rubber Company Common Stock,Consumer Discretionary,Automotive Aftermarket,1693013537.0
ADNT,Adient plc Ordinary Shares ,Consumer Discretionary,Auto Parts:O.E.M.,1692160891.0
EFC,Ellington Financial Inc. Common Stock ,Finance,Real Estate,1691559988.0
UZD,Array Digital Infrastructure Inc. 6.250% Senior Notes due 2069,Telecommunications,Telecommunications Equipment,1689900000.0
GLP,Global Partners LP Common Units representing Limited Partner Interests,Energy,Oil Refining/Marketing,1686859836.0
MQ,Marqeta Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,1683400343.0
AMRC,Ameresco Inc. Class A Common Stock,Consumer Discretionary,Engineering & Construction,1682266518.0
FLO,Flowers Foods Inc. Common Stock,Consumer Staples,Packaged Foods,1682140348.0
IMKTA,Ingles Markets Incorporated Class A Common Stock,Consumer Staples,Food Chains,1679482726.0
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,Finance,Finance/Investors Services,1678255200.0
CNXN,PC Connection Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,1676018563.0
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,1675597293.0
AIP,Arteris Inc. Common Stock,Technology,Semiconductors,1675119507.0
HTZ,Hertz Global Holdings Inc Common Stock,Consumer Discretionary,Rental/Leasing Companies,1673551972.0
AGIO,Agios Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1673531077.0
TILE,Interface Inc. Common Stock,Consumer Discretionary,Home Furnishings,1672598892.0
CAPR,Capricor Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,1671916351.0
OXLC,Oxford Lane Capital Corp. Common Stock,Finance,Investment Managers,1671768000.0
